YEA	MON	DAY	PRO	NUM	COU	H	MN	SEC	TZ	LAT	LON	COD	CITY		

1925	3	16	C	1429	I	13	0	0	-1	44N24	9E 0	GE	SESTRI LEVANTE
1925	3	31	C	632	F	1	0	0	0	49N 1	1E11	27	PONT-AUDEMER
1925	4	5	C	1869	F	11	0	0	0	44N12	0E38	47	AGEN
1925	4	16	C	121	I	3	40	0	-1	45N 0	8E 0	TO	TORINO
1925	4	20	C	1407	I	2	30	0	-1	42N24	13E30	AQ	CASTELVECCHIO
1925	5	2	C	981	I	23	0	0	-1	44N 0	11E15	PT	PISTOIA
1925	5	3	C	1327	F	9	0	0	0	48N50	2E20	75	PARIS 14E
1925	5	9	C	1448	I	11	0	0	-1	45N36	12E45	TV	TREVISO
1925	5	20	C	1472	I	2	0	0	-1	45N 0	12E15	RO	S. MARTINO DI V
1925	5	24	C	1411	I	10	15	0	-1	45N30	9E15	MI	MILANO
1925	5	27	C	535	F	16	0	0	0	47N15	6E 2	25	SOCHAUX
1925	5	29	C	872	F	17	0	0	0	43N37	1E26	31	TOULOUSE
1925	5	31	C	1468	I	12	0	0	-1	45N 0	8E 0	TO	TORINO
1925	6	8	C	1562	I	18	0	0	-1	43N42	11E30	FI	LASTRA A SIGNA
1925	6	12	C	821	F	1	30	0	0	45N47	3E 5	63	CLERMONT-FERRAND
1925	6	16	C	912	I	17	30	0	-1	45N24	12E15	PD	GALZIGNANO
1925	6	26	C	1538	I	1	0	0	-1	45N30	12E 0	VI	MAROSTICA
1925	7	3	C	1470	I	10	30	0	-1	45N30	9E 0	NO	OMEGNA
1925	7	7	C	1540	I	10	45	0	-1	42N24	13E30	AQ	MOLINA ATERNO
1925	7	11	C	1028	B	19	0	0	0	51N14	4E30	ANT	BRECHT
1925	7	13	C	1545	I	15	30	0	-1	45N24	11E 0	VR	VERONA
1925	7	18	C	1365	F	23	15	0	0	48N50	2E 8	78	LE VESINET
1925	7	26	C	956	I	19	35	0	-1	45N 0	9E 0	AL	S GIULIANO NUOVO
1925	7	27	C	681	F	9	0	0	0	47N48	3E35	89	ST-MARTIN-DU-TE
1925	7	29	C	1378	F	16	0	0	0	43N18	5E22	13	MARSEILLE
1925	7	31	C	43	F	5	30	0	0	48N35	7E45	67	EBERSHEIM
1925	8	1	C	704	I	11	30	0	-1	41N54	12E30	RM	ROMA
1925	9	6	C	1864	F	23	15	0	0	46N17	1E52	23	ROUGNAT
1925	9	8	C	1426	I	3	30	0	-1	45N30	12E 0	VI	VICENZA
1925	9	16	C	536	F	7	0	0	0	46N12	5E13	01	BELLEGARDE
1925	9	20	C	1732	F	7	0	0	0	49N 0	2E 0	95	PONTOISE
1925	10	1	C	781	F	22	0	0	0	50N18	2E46	62	LENS
1925	10	14	C	60	F	6	30	0	0	43N42	7E16	06	CAPDAIL
1925	10	16	C	841	F	3	30	0	0	50N18	2E46	62	MARLES-LES-MINE
1925	10	19	C	1072	B	2	30	0	0	50N51	4E15	BRA	BERG
1925	10	22	C	1558	I	2	0	0	-1	45N 0	8E 0	TO	TORINO
1925	11	7	C	756	B	21	0	0	0	51N13	3E15	WVL	OSTENDE
1925	11	9	C	1313	F	19	30	0	0	50N39	3E 5	59	ANICHE
1925	11	21	C	757	B	20	30	0	0	51N13	3E15	WVL	JABBEKE
1925	12	1	C	563	F	4	0	0	0	42N42	2E55	66	PERPIGNAN
1925	12	8	C	23	F	7	50	0	0	49N26	1E 5	76	LE HAVRE
1925	12	17	C	1515	I	4	0	0	-1	44N30	11E 0	BO	CASTELLO D'ARGI
1925	12	18	C	775	F	23	30	0	0	48N50	2E11	92	RUEIL
1925	12	20	C	1524	I	7	0	0	-1	44N 0	11E15	PT	BUGGIANO
1925	12	30	C	1269	F	23	30	0	0	50N39	3E 5	59	ISBERGUES
1926	1	6	C	219	F	12	0	0	0	47N54	1E54	45	MONTARGIS
1926	1	6	C	544	F	4	0	0	0	47N35	1E20	41	MONTOIRE
1926	1	6	C	979	I	6	25	0	-1	43N42	11E30	FI	FIRENZE
1926	1	12	C	1126	B	1	0	0	0	50N47	5E30	LIM	KOERSEL
1926	1	13	C	1333	F	21	0	0	0	48N50	2E20	75	PARIS 8E
1926	1	18	C	709	I	12	45	0	-1	45N 0	12E15	RO	VILLAMARZANA
1926	2	9	C	1881	F	7	0	0	0	42N42	2E55	66	PERPIGNAN
1926	2	17	C	1569	I	8	0	0	-1	43N42	11E30	FI	LASTRA A SIGNA
1926	3	4	C	587	F	16	10	0	0	37N 0	7E45	ALG	BONE
1926	3	6	C	970	I	3	4	0	-1	45N 0	9E 0	AL	CARTOSIO
1926	3	16	C	629	F	14	30	0	0	43N18	0W22	64	PAU
1926	4	3	C	648	F	9	0	0	0	48N10	6E28	88	PETITE RAON
1926	4	7	C	571	F	3	0	0	0	48N55	2E30	93	PANTIN
1926	4	14	C	767	G	13	15	0	-1	51N30	7E30	NORD	DORTMUND
1926	4	18	C	650	F	4	0	0	0	45N11	0E44	24	PERIGUEUX
1926	4	24	C	750	B	3	30	0	0	50N51	4E15	BRA	SCHAERBEEK
1926	5	14	C	812	F	2	30	0	0	46N49	1E41	36	LA CHATRE
1926	5	27	C	1689	N	2	40	28	0	51N42	5E19	NB	PRINSENBEEK
1926	5	29	C	707	I	17	0	0	-1	43N30	12E 0	AR	AREZZO
1926	6	11	C	1566	I	11	30	0	-1	45N 0	9E 0	AL	BALZOLA
1926	6	20	C	1616	I	2	0	0	-1	45N 0	8E 0	TO	S. BENIGNO CANA
1926	6	30	C	810	F	17	0	0	0	45N50	1E15	87	RAZES
1926	7	12	C	722	I	23	45	0	-1	45N36	14E 0	TS	TRIESTE
1926	7	21	C	1618	I	5	0	0	-1	44N48	10E45	PR	MEDESANO
1926	8	3	C	645	F	16	0	0	0	47N15	6E 2	25	BESANCON
1926	8	3	C	915	I	8	0	0	-1	45N12	11E 0	MN	MARCARIA
1926	8	12	C	1398	F	19	30	0	0	43N37	3E53	34	BEZIERS
1926	8	26	C	746	B	8	30	0	0	50N23	4E30	HAI	TOURNAI
1926	8	28	C	2010	F	12	0	0	0	45N54	6E 7	74	CHAMONIX
1926	9	7	C	518	F	8	0	0	0	48N50	2E11	92	ASNIERES
1926	9	13	C	1573	I	21	10	0	-1	45N48	9E 0	VA	SOMMA LOMBARDO
1926	9	20	C	567	F	15	0	0	0	47N 5	2E23	18	SANCERGUES
1926	9	21	C	1964	F	10	0	0	0	43N54	0W30	40	ST-GEIN
1926	9	22	C	1719	F	20	0	0	0	43N37	3E53	34	MONTPELLIER
1926	10	12	C	725	I	2	30	0	-1	43N42	11E 0	LU	CAPANNORI
1926	10	15	C	582	F	3	0	0	0	43N37	3E53	34	MONTPELLIER
1926	10	16	C	664	F	15	40	0	0	47N15	6E 2	25	PONTARLIER
1926	10	29	C	999	B	22	0	0	0	51N13	3E15	WVL	OOSTNIEUWKERKE
1926	11	2	C	711	I	9	0	0	-1	43N42	11E 0	LU	LUCCA
1926	11	7	C	619	F	20	30	0	0	44N12	0E38	47	FUMEL
1926	11	13	C	579	F	6	0	0	0	45N50	1E15	87	LIMOGES
1926	11	16	C	3	F	6	0	0	0	43N18	5E22	13	MARSEILLE
1926	11	26	C	574	F	16	0	0	0	43N18	5E22	13	AIX-EN-PROVENCE
1926	11	26	C	1356	F	16	0	0	0	47N40	2W44	56	PONT SCORFF
1926	11	27	C	1390	F	8	0	0	0	48N55	2E30	93	DRANCY
1926	11	29	C	2053	F	20	10	0	0	48N42	6E12	54	NANCY
1926	12	5	C	2009	F	17	0	0	0	44N56	2E26	15	LANOBRE
1926	12	7	C	1498	I	11	0	0	-1	45N30	9E15	MI	ALBIATE BRIANZA
1926	12	9	C	1523	I	18	0	0	-1	38N 0	15E30	ME	MESSINA
1926	12	10	C	989	I	13	0	0	-1	45N48	9E 0	VA	SARONNO
1926	12	20	C	1700	F	8	0	0	0	48N50	2E11	92	PUTEAUX
1926	12	28	C	1603	I	15	30	0	-1	44N36	11E15	MO	BOMPORTO
1927	1	6	C	1839	F	11	0	0	0	43N18	0W22	64	GAN
1927	1	11	C	717	I	18	0	0	-1	42N42	11E30	GR	GROSSETO
1927	1	13	C	690	F	23	30	0	0	47N19	5E 2	21	DIJON
1927	1	18	C	904	I	3	30	0	-1	44N 0	11E15	PT	PONTE BUGGIANES
1927	1	26	C	1658	B	8	0	0	0	51N14	4E30	ANT	SCHOTEN
1927	1	29	C	1478	I	1	0	0	-1	43N24	13E15	MC	CIVITANOVA MARC
1927	2	8	C	598	F	15	0	0	0	49N46	4E44	08	CHARLEVILLE
1927	2	9	C	730	I	18	45	0	-1	39N24	9E 0	CA	CAGLIARI
1927	2	13	C	687	F	12	30	0	0	49N26	1E 5	76	ELBEUF
1927	2	19	C	1274	F	0	25	0	0	49N34	3E37	02	HIRSON
1927	2	21	C	546	F	4	0	0	0	43N37	3E53	34	ST-GEORGES D'OR
1927	2	27	C	695	F	20	0	0	0	36N47	3E 0	ALG	ALGER
1927	3	2	C	608	F	13	0	0	0	36N47	3E 0	ALG	ALGER
1927	3	2	C	894	F	22	0	0	0	46N34	3E20	03	MONTLUCON
1927	3	6	C	1518	I	23	0	0	-1	45N36	12E45	TV	VITTORIO VENETO
1927	3	10	C	1855	F	23	0	0	0	44N21	2E34	12	MONTPEY
1927	3	11	C	901	I	3	0	0	-1	43N42	11E30	FI	SCARPERIA
1927	3	28	C	640	F	8	0	0	0	49N34	3E37	02	HIRSON
1927	4	20	C	1025	B	4	30	0	0	51N13	3E15	WVL	IZEGEM
1927	5	5	C	1401	F	2	0	0	0	50N18	2E46	62	CARVIN
1927	5	8	C	628	F	0	0	0	0	49N54	2E18	80	AVELUY
1927	5	18	C	625	F	1	0	0	0	50N18	2E46	62	MERICOURT
1927	5	18	C	1405	F	17	30	0	0	50N18	2E46	62	DIVION
1927	5	22	C	747	B	10	30	0	0	50N23	4E30	HAI	WASMES
1927	5	24	C	1243	F	9	0	0	0	43N37	3E53	34	FAUGERES
1927	5	28	C	604	F	22	0	0	0	43N37	3E53	34	BEZIERS
1927	6	1	C	1809	F	8	0	0	0	43N14	0E 5	65	TARBES
1927	6	5	C	1746	F	4	0	0	0	45N47	3E 5	63	CLERMONT-FERRAND
1927	6	22	C	74	F	16	30	0	0	47N 5	2E23	18	VIERZON
1927	6	24	C	1676	B	7	0	0	0	51N14	4E30	ANT	KESSEL / LIER
1927	6	26	C	1291	F	11	0	0	0	50N39	3E 5	59	ANNOEULIN
1927	7	1	C	1490	I	5	0	0	-1	40N24	18E45	LE	LECCE
1927	7	4	C	1495	I	21	30	0	-1	43N24	13E15	MC	RECANATI
1927	7	5	C	1074	B	20	30	0	0	51N14	4E30	ANT	ST-LENAERTS
1927	7	7	C	1644	B	0	0	0	0	51N14	4E30	ANT	DUFFEL
1927	7	20	C	1526	I	17	0	0	-1	45N30	9E15	MI	CUSANO MILANINO
1927	7	23	C	575	F	9	0	0	0	49N 0	2E 0	95	BEZONS
1927	7	23	C	1257	F	22	0	0	0	36N47	3E 0	ALG	HUSSEIN-DEY
1927	7	24	C	769	F	9	0	0	0	48N47	2E29	94	VILLENEUVE-LE-R
1927	7	28	C	1557	I	8	0	0	-1	44N24	12E15	RA	LUGO DI ROMAGNA
1927	7	29	C	945	I	17	0	0	-1	44N 0	13E 0	PS	PESARO
1927	8	11	C	679	F	2	15	0	0	48N 5	7E21	68	MULHOUSE
1927	8	11	C	897	I	21	0	0	-1	45N24	8E30	VC	GRAGLIA
1927	8	14	C	922	I	7	40	0	-1	45N 0	8E 0	TO	AVIGLIANA
1927	8	26	C	634	F	11	0	0	0	48N57	4E22	51	EPERNAY
1927	8	26	C	708	I	7	0	0	-1	41N54	12E30	RM	ROMA
1927	8	27	C	626	F	19	30	0	0	49N46	4E44	08	SEDAN
1927	9	26	C	670	F	5	25	0	0	48N50	2E11	92	GENNEVILLIERS
1927	9	26	C	1428	I	10	0	0	-1	46N 0	13E30	UD	AJELLO DEL FRIU
1927	10	10	C	1456	I	10	0	0	-1	46N 0	13E30	UD	PALMANOVA
1927	10	12	C	555	F	19	0	0	0	45N26	4E23	42	ROANNE
1927	10	14	C	569	F	7	30	0	0	45N26	4E23	42	ROANNE
1927	10	21	C	1777	F	3	30	0	0	49N54	2E18	80	AMIENS
1927	10	23	C	643	F	17	45	0	0	48N26	0E 5	61	LAIGLE
1927	10	25	C	1415	I	23	30	0	-1	45N 0	9E 0	AL	CASSINAGROSSA D
1927	11	11	C	1761	F	22	53	0	0	50N39	3E 5	59	TOURCOING
1927	11	13	C	1606	I	8	30	0	-1	45N30	12E 0	VI	BREGANZE
1927	11	17	C	548	F	13	0	0	0	49N 0	2E 0	95	SARCELLES
1927	11	19	C	653	F	1	0	0	0	50N18	2E46	62	SALLAUMINES
1927	12	9	C	674	F	10	0	0	0	35N40	0W30	ALG	ORAN
1927	12	16	C	1880	F	13	0	0	0	43N12	2E21	11	PENNAUTIER
1927	12	18	C	2019	F	21	0	0	0	46N40	5E33	39	BOIS-D'AMONT
1927	12	19	C	1942	F	9	0	0	0	43N18	0W22	64	CIBOURE
1927	12	25	C	777	F	7	30	0	0	49N54	2E18	80	AMIENS
1928	1	1	C	553	F	11	30	0	0	35N40	0W30	ALG	ORAN
1928	1	2	C	1451	I	8	20	0	-1	44N 0	10E15	SP	PORTOVENERE
1928	1	6	C	1031	B	13	0	0	0	51N13	3E15	WVL	COURTRAI
1928	1	6	C	1619	I	7	10	0	-1	40N54	14E 0	NA	BRUSCIANO
1928	1	7	C	627	F	21	0	0	0	35N40	0W30	ALG	ORAN
1928	1	17	C	585	F	5	30	0	0	49N 1	1E11	27	ST-GERMAIN-VILL
1928	1	17	C	1413	I	10	10	0	-1	45N48	8E 0	AO	HONE BARD
1928	1	17	C	1552	I	22	0	0	-1	45N48	9E15	CO	ROVELLASCA
1928	1	18	C	1514	I	9	30	0	-1	45N24	12E15	PD	S. MARTINO DI L
1928	1	24	C	576	F	16	0	0	0	48N55	2E30	93	BAGNOLET
1928	2	2	C	2049	F	10	15	0	0	48N47	2E29	94	CRETEIL
1928	2	9	C	699	I	21	10	0	-1	45N24	12E15	PD	CAMPO SAN PIETR
1928	2	10	C	1312	F	1	0	0	0	45N34	5E55	73	CHAMBERY
1928	2	15	C	1155	B	16	0	0	0	51N14	4E30	ANT	KESSEL
1928	2	19	C	1314	F	6	0	0	0	50N18	2E46	62	LIBERCOURT
1928	2	23	C	1386	F	3	0	0	0	50N18	2E46	62	BULLY-LES-MINES
1928	2	24	C	80	F	20	0	0	0	50N18	2E46	62	LESPESSES
1928	3	1	C	737	I	10	0	0	-1	39N24	9E 0	CA	CAGLIARI
1928	3	3	C	1812	F	6	0	0	0	43N37	3E53	34	BEZIERS
1928	3	7	C	617	F	18	20	0	0	49N 1	1E11	27	EVREUX
1928	3	9	C	898	I	11	0	0	-1	45N48	9E15	CO	CARIMATE
1928	3	15	C	649	F	1	0	0	0	47N35	1E20	41	MONT
1928	3	18	C	957	I	20	0	0	-1	44N24	12E15	RA	SOLAROLO
1928	3	27	C	809	F	10	0	0	0	47N13	1W35	44	SAINT-NAZAIRE
1928	3	29	C	1038	B	16	0	0	0	51N 5	3E45	OVL	NOKERE
1928	3	29	C	1770	F	22	0	0	0	48N55	2E30	93	NEUILLY-PLAISAN
1928	4	2	C	720	I	10	0	0	-1	45N30	12E30	VE	VENEZIA
1928	4	2	C	2060	F	23	50	0	0	36N47	3E 0	ALG	ALGER
1928	4	3	C	980	I	11	30	0	-1	45N30	11E 0	BS	S. ZENO NAVIGLI
1928	4	15	C	1808	F	9	0	0	0	43N12	2E21	11	GRUISSAN
1928	4	24	C	1431	I	20	30	0	-1	44N 0	10E15	SP	BONASSOLA
1928	4	27	C	1922	F	1	0	0	0	43N18	0W22	64	BAYONNE
1928	5	4	C	729	I	7	30	0	-1	39N18	16E30	CS	PAOLA
1928	5	8	C	652	F	6	0	0	0	48N57	4E22	51	REIMS
1928	5	12	C	703	I	1	0	0	-1	44N30	11E 0	BO	PIEVE DI CENTO
1928	5	27	C	637	F	6	30	0	0	46N18	4E50	71	ST-VALLIER
1928	6	5	C	113	I	5	20	0	-1	45N24	8E30	VC	BIOGLIO
1928	6	11	C	675	F	7	0	0	0	44N56	4E54	26	VALENCE
1928	6	18	C	620	F	9	30	0	0	48N57	4E22	51	ROMAIN
1928	6	19	C	811	F	9	0	0	0	42N58	1E35	09	LEZAT
1928	6	24	C	156	F	4	30	0	0	48N50	2E11	92	CLAMART
1928	6	29	C	2005	F	13	0	0	0	44N21	2E34	12	DECAZEVILLE
1928	7	4	C	1444	I	2	30	0	-1	45N30	9E 0	NO	BARENGO
1928	7	27	C	739	B	1	0	0	0	51N13	3E15	WVL	BRUGES
1928	8	8	C	1367	F	22	30	0	0	48N35	7E45	67	STRASBOURG
1928	8	11	C	1522	I	18	0	0	-1	41N12	17E 0	BA	MOLFETTA
1928	8	25	C	662	F	9	0	0	0	48N31	2W45	22	SAINT-BRIEUC
1928	8	26	C	920	I	20	0	0	-1	43N42	11E30	FI	FIGLINE VALDARN
1928	9	4	C	1281	F	3	0	0	0	41N55	8E45	20	CORTE
1928	9	17	C	1972	F	10	0	0	0	43N14	0E 5	65	LOURDES
1928	9	23	C	1454	I	22	0	0	-1	45N30	9E15	MI	LENTATE SUL SEV
1928	10	3	C	1240	F	20	0	0	0	42N42	2E55	66	PERPIGNAN
1928	10	11	C	1652	B	10	0	0	0	51N14	4E30	ANT	BORGERHOUT
1928	10	17	C	753	B	23	0	0	0	50N23	4E30	HAI	MONT-SUR-MARCHI
1928	10	19	C	1406	F	5	0	0	0	36N47	3E 0	ALG	ALGER
1928	10	21	C	1530	I	9	0	0	-1	44N 0	11E15	PT	PISTOIA
1928	10	22	C	2088	F	9	30	0	0	47N13	1W35	44	NANTES
1928	10	27	C	36	F	9	45	0	0	36N47	3E 0	ALG	ALGER
1928	11	7	C	644	F	16	0	0	0	36N47	3E 0	ALG	ALGER
1928	12	5	C	946	I	3	30	0	-1	44N 0	10E15	SP	AMEGLIA
1928	12	26	C	615	F	1	0	0	0	50N39	3E 5	59	ROUBAIX
1928	12	28	C	1299	F	1	0	0	0	45N46	4E50	69	SOURCIEUX-LES-M
1929	1	5	C	1767	F	9	0	0	0	43N37	1E26	31	TOULOUSE
1929	1	7	C	592	F	23	0	0	0	47N13	1W35	44	ST-JOACHIM
1929	1	7	C	1430	I	11	30	0	-1	45N12	11E 0	CR	CREMA
1929	1	8	C	638	F	21	0	0	0	48N31	2W45	22	GUINGAMP
1929	1	13	C	609	F	19	30	0	0	35N40	0W30	ALG	TIARET
1929	1	20	C	573	F	8	0	0	0	49N11	0W22	14	EQUEMANVILLE
1929	1	23	C	603	F	10	0	0	0	48N55	2E30	93	BAGNOLET
1929	1	28	C	1877	F	5	0	0	0	44N12	0E38	47	LAVARDAC
1929	2	5	C	891	F	8	0	0	0	44N50	0W34	33	BORDEAUX
1929	2	9	C	1923	F	1	0	0	0	43N12	2E21	11	CARCASSONNE
1929	2	16	C	748	B	9	0	0	0	50N23	4E30	HAI	CUESMES
1929	2	18	C	25	F	23	30	0	0	48N 7	5E 8	52	LIFFELLEPETIT
1929	2	21	C	766	G	14	0	0	-1	54N 4	9E59	SC-H	NEU MUNSTER
1929	2	25	C	716	I	11	30	0	-1	42N24	12E 0	VT	VITERBO
1929	3	5	C	577	F	19	0	0	0	50N18	2E46	62	HENIN-LIETARD
1929	3	5	C	1184	B	13	0	0	0	50N47	5E30	LIM	GENOESELDEREN
1929	3	19	C	1089	B	22	0	0	0	51N14	4E30	ANT	ZANDHOVEN
1929	3	22	C	1474	I	10	0	0	-1	45N24	12E15	PD	CARMIGNANO DI B
1929	3	23	C	689	F	5	45	0	0	48N35	7E45	67	SCHILLINGHEIM
1929	4	4	C	663	F	4	30	0	0	43N18	0W22	64	PAU
1929	4	10	C	612	F	8	0	0	0	43N14	0E 5	65	TARBES
1929	4	11	C	570	F	22	0	0	0	46N18	4E50	71	MACON
1929	4	12	C	1952	F	16	0	0	0	43N12	2E21	11	CARCASSONNE
1929	4	19	C	715	I	16	40	0	-1	45N36	14E 0	TS	TRIESTE
1929	4	24	C	802	F	9	0	0	0	43N54	0W30	40	NAROSSE
1929	4	24	C	1285	F	10	0	0	0	48N 5	7E21	68	WITTELSHEIM
1929	4	27	C	611	F	4	0	0	0	35N40	0W30	ALG	ORAN
1929	5	1	C	890	F	22	0	0	0	46N40	1W25	85	CURZON
1929	5	9	C	1919	F	17	0	0	0	43N18	0W22	64	MAULEON
1929	5	16	C	719	I	20	0	0	-1	39N24	9E 0	CA	CAGLIARI
1929	5	18	C	1614	I	2	0	0	-1	44N36	11E15	MO	VIGNOLA
1929	5	22	C	114	I	20	30	0	-1	45N30	9E15	MI	CUSANO MILANINO
1929	5	27	C	656	F	17	0	0	0	49N34	3E37	02	HARAMONT
1929	5	31	C	669	F	0	25	0	0	48N50	2E11	92	GENNEVILLIERS
1929	6	4	C	1874	F	15	0	0	0	43N37	1E26	31	TOULOUSE
1929	6	8	C	654	F	9	30	0	0	48N57	4E22	51	EPERNAY
1929	6	15	C	683	F	15	0	0	0	43N42	7E16	06	NICE
1929	6	15	C	896	I	14	35	0	-1	45N30	9E15	MI	MONZA
1929	6	15	C	1590	I	23	0	0	-1	45N30	12E30	VE	VENEZIA
1929	6	21	C	1897	F	2	0	0	0	43N18	0W22	64	MAULEON
1929	6	23	C	935	I	20	0	0	-1	45N 0	8E 0	TO	CHIERI
1929	7	18	C	1449	I	1	0	0	-1	46N 0	13E30	UD	UDINE
1929	7	21	C	755	B	7	0	0	0	50N23	4E30	HAI	QUAREGNON
1929	7	22	C	595	F	16	0	0	0	43N18	5E22	13	LAMBESC
1929	8	4	C	1990	F	22	0	0	0	42N42	2E55	66	TROUILLAS
1929	8	8	C	680	F	17	0	0	0	48N55	2E30	93	ST-DENIS
1929	8	10	C	727	I	22	0	0	-1	42N42	11E30	GR	GROSSETO
1929	8	11	C	1279	F	9	0	0	0	49N 7	6E11	57	AUDUN-LE-TICHE
1929	8	12	C	1842	F	0	0	0	0	43N14	0E 5	65	AURELIAN
1929	8	23	C	969	I	14	0	0	-1	44N 0	11E15	PT	PISTOIA
1929	8	27	C	1416	I	8	0	0	-1	45N30	11E 0	BS	QUINZANO D'OGLI
1929	9	19	C	1645	B	11	0	0	0	51N14	4E30	ANT	BERCHEM
1929	9	20	C	572	F	18	0	0	0	49N54	2E18	80	AMIENS
1929	9	23	C	1823	F	22	0	0	0	43N12	2E21	11	CARCASSONNE
1929	9	26	C	1954	F	12	0	0	0	44N27	1E26	46	SOUILLAC
1929	10	4	C	1883	F	0	20	0	0	43N54	0W30	40	ST-VINCENT-DE-T
1929	10	5	C	568	F	10	0	0	0	49N 1	1E11	27	ST-GEORGES-DU V
1929	10	14	C	731	I	13	0	0	-1	43N42	13E45	AN	FABRIANO
1929	10	31	C	541	F	0	30	0	0	49N11	0W22	14	TROUVILLE
1929	11	2	C	1045	B	16	0	0	0	51N13	3E15	WVL	BELLEGEM
1929	11	3	C	914	I	19	15	0	-1	45N30	9E15	MI	MOTTA VISCONTI
1929	11	10	C	1221	N	0	40	28	0	51N42	5E19	NB	RUCPHEN
1929	11	20	C	702	I	10	20	0	-1	45N36	9E45	BG	ALBINO
1929	12	8	C	684	F	22	0	0	0	45N26	4E23	42	CHAMBON-FEUGERO
1929	12	12	C	677	F	5	0	0	0	48N57	4E22	51	EPERNAY
1929	12	14	C	918	I	6	30	0	-1	45N 0	9E 0	AL	GAVI LIGURE
1929	12	19	C	1453	I	5	20	0	-1	46N 0	13E30	UD	MAIANO
1929	12	22	C	655	F	21	0	0	0	48N42	6E12	54	NANCY
1929	12	24	C	673	F	1	30	0	0	50N39	3E 5	59	ROSENDAEL
1929	12	29	C	641	F	20	0	0	0	49N11	0W22	14	LISIEUX
1929	12	29	C	1583	I	8	20	0	-1	45N24	11E 0	VR	S. MARTINO BUON
1929	12	30	C	2021	F	12	0	0	0	45N54	6E 7	74	ANNECY
1930	1	2	C	694	F	19	25	0	0	48N35	7E45	67	STRASBOURG
1930	1	2	C	973	I	13	30	0	-1	45N30	9E15	MI	VILLASANTA
1930	1	3	C	1947	F	2	0	0	0	43N18	0W22	64	BELLOCQ
1930	1	5	C	616	F	22	30	0	0	49N11	0W22	14	LISIEUX
1930	1	11	C	1829	F	1	0	0	0	43N18	0W22	64	BOUCAU
1930	1	13	C	713	I	8	0	0	-1	40N18	10E 0	NU	SEUI
1930	1	14	C	16	F	1	0	0	0	43N42	7E16	06	BEAUSOLEIL
1930	1	16	C	1969	F	4	0	0	0	41N55	8E45	20	VENACO
1930	1	20	C	1679	B	14	0	0	0	51N14	4E30	ANT	ARENDONCK
1930	1	22	C	1778	F	8	0	0	0	49N54	2E18	80	AMIENS
1930	1	28	C	735	I	3	30	0	-1	41N54	12E30	RM	COLONNA
1930	1	31	C	1172	B	2	30	0	0	51N13	3E15	WVL	YPRES
1930	2	9	C	705	I	18	0	0	-1	41N54	12E30	RM	ROMA
1930	2	15	C	1475	I	6	0	0	-1	44N30	11E 0	BO	BARICELLA
1930	2	20	C	29	F	10	30	0	0	48N33	2E40	77	VENDREST
1930	2	27	C	1460	I	17	30	0	-1	45N36	9E45	BG	ZANICA
1930	3	1	C	964	I	11	0	0	-1	43N42	11E30	FI	BARBERINO DIMUG
1930	3	4	C	1343	F	12	25	0	0	50N18	2E46	62	ROUVROY
1930	3	6	C	1465	I	8	30	0	-1	41N54	12E30	RM	MONTEROTONDO
1930	3	18	C	955	I	20	20	0	-1	45N24	8E30	VC	TRIVERO
1930	3	28	C	1036	B	19	30	0	0	50N39	5E30	LIE	MONTENAKEN
1930	4	5	C	1857	F	5	0	0	0	42N42	2E55	66	ARGELES
1930	4	6	C	1020	B	1	30	0	0	50N47	5E30	LIM	OVERREPEN
1930	4	18	C	1781	B	2	0	0	0	51N14	4E30	ANT	ANVERS
1930	4	29	C	1639	B	11	0	0	0	51N14	4E30	ANT	ANVERS
1930	5	2	C	578	F	0	30	0	0	47N40	2W44	56	VANNES
1930	5	3	C	1601	I	16	30	0	-1	45N30	12E 0	VI	VICENZA
1930	5	4	C	614	F	4	0	0	0	43N18	5E22	13	MARSEILLE
1930	5	10	C	520	F	1	30	0	0	48N36	2E20	91	CORBEIL-ESSONNE
1930	5	10	C	658	F	1	0	0	0	49N26	1E 5	76	LE HAVRE
1930	5	30	C	1149	B	9	0	0	0	51N14	4E30	ANT	HEMIKSEM
1930	6	12	C	959	I	4	0	0	-1	41N54	12E30	RM	ALBANO LAZIALE
1930	6	15	C	647	F	0	40	0	0	50N18	2E46	62	BOULOGNE-S/MER
1930	6	22	C	1294	F	8	0	0	0	50N18	2E46	62	BULLY-LES-MINES
1930	6	23	C	630	F	15	0	0	0	50N39	3E 5	59	FOURMIES
1930	7	4	C	1863	F	7	0	0	0	43N18	0W22	64	BIARRITZ
1930	7	7	C	1527	I	1	45	0	-1	43N24	13E15	MC	TOLENTINO
1930	7	11	C	1513	I	18	0	0	-1	44N12	12E30	FO	CESENATICO
1930	7	12	C	1005	B	4	0	0	0	50N39	5E30	LIE	MOMALLE
1930	7	12	C	1353	F	10	0	0	0	35N50	0W 0	ALG	MOSTAGANEM
1930	7	13	C	531	F	6	0	0	0	45N26	4E23	42	ST-ETIENNE
1930	7	13	C	685	F	4	0	0	0	36N40	4E 0	ALG	TIZI-OUZOU
1930	7	19	C	1139	B	7	0	0	0	50N51	4E15	BRA	HOEGAARDE
1930	8	13	C	547	F	14	0	0	0	43N37	3E53	34	SERVIAN
1930	8	16	C	1516	I	3	0	0	-1	45N24	8E30	VC	VERCELLI
1930	9	2	C	1024	B	13	30	0	0	51N 5	3E45	OVL	NEDERZWALM
